year_bucket	date_range	city_ancient	city_modern	country_modern	lat	lon	location_precision	ruling_empire_polity	ruling_subdivision	church_presence_status	church_planted_year_earliest_claim	church_planted_year_scholarly	church_planted_by	apostolic_origin_thread	key_figures	denomination_label_historic	modern_denom_mapping	council_context	evidence_notes_and_citations
0050	0050-0059	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Judaea	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed brothers	proto-orthodox	Multiple heirs		Summary: Gaza church continues; it is part of the broader Judean Christian network connected to Jerusalem. Evidence: Acts 8:40. Citations: https://biblehub.com/acts/8-40.htm
0060	0060-0069	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Judaea	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0070	0070-0079	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Judaea	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues; the city's population endures disruptions from the Jewish War (66-73 AD). Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0080	0080-0089	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0090	0090-0099	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0100	0100-0109	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0110	0110-0119	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0120	0120-0129	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0150	0150-0159	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0160	0160-0169	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0170	0170-0179	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0190	0190-0199	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues; Origen references Christian communities in this area. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0210	0210-0219	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0220	0220-0229	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0230	0230-0239	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0240	0240-0249	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0250	0250-0259	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues; Decian persecution affects the Eastern Mediterranean. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0260	0260-0269	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0270	0270-0279	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0280	0280-0289	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0290	0290-0299	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250107.htm
0300	0300-0309	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues; Diocletian persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250108.htm
0310	0310-0319	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	proto-orthodox	Multiple heirs		Summary: Gaza church continues post-persecution. Evidence: General records. Citations: https://www.newadvent.org/fathers/250110.htm
0320	0320-0329	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	Nicene proto-orthodox	Multiple heirs	Nicaea I (325): affected	Summary: Bishop of Gaza attends or is affected by Nicaea (325). Evidence: Nicaea records. Citations: https://www.britannica.com/event/First-Council-of-Nicaea-325
0330	0330-0339	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Gaza church attested; the city still has a strong pagan population (later Christianized by Porphyry of Gaza c.395-420). Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0340	0340-0349	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Gaza church attested. Evidence: General records. Citations: https://www.newadvent.org/fathers/2602.htm
0350	0350-0359	Gaza	Gaza	Palestinian Territories	31.50000	34.46670	approx_city	Roman Empire	Syria Palaestina	attested	0038	0040	Philip the Evangelist	Jerusalem/James	unnamed bishops	Nicene proto-orthodox	Multiple heirs		Summary: Gaza church attested; the conversion of the Ethiopian eunuch on the road to Gaza makes this one of the earliest attested evangelism events in Acts, connecting the gospel to Africa. Evidence: Acts 8:26-40. Citations: https://biblehub.com/acts/8-26.htm
0040	0040-0049	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	probable		0060	unknown	Unknown/Composite	unnamed brothers	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidon is a major Phoenician port; Jesus visits the region of Tyre and Sidon (Mark 7:24-31); early Christian presence probable given its position on the coastal trade route. Uncertainty: no explicit NT founding event at Sidon. Evidence: Mark 7:24. Citations: https://biblehub.com/mark/7-24.htm
0050	0050-0059	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	probable		0060	unknown	Unknown/Composite	unnamed brothers	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidon church probable; Acts 12:20 mentions Sidon in proximity to regional politics. Evidence: Acts 12:20; general inference. Citations: https://biblehub.com/acts/12-20.htm
0060	0060-0069	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed brothers; Paul (visiting)	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Paul stops at Sidon on his voyage to Rome and is permitted to visit 'his friends' (Acts 27:3), attesting an established Christian community. Evidence: Acts 27:3. Citations: https://biblehub.com/acts/27-3.htm
0070	0070-0079	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/2501.htm
0080	0080-0089	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0090	0090-0099	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250103.htm
0100	0100-0109	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0110	0110-0119	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0120	0120-0129	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0130	0130-0139	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0140	0140-0149	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0150	0150-0159	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250104.htm
0160	0160-0169	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0170	0170-0179	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0180	0180-0189	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250105.htm
0190	0190-0199	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
0200	0200-0209	Sidon	Sidon (Saida)	Lebanon	33.56340	35.37060	approx_city	Roman Empire	Syria Phoenice	attested		0060	unknown	Unknown/Composite	unnamed bishops	proto-orthodox	Eastern Orthodox; multiple heirs		Summary: Sidonian church continues. Evidence: General records. Citations: https://www.newadvent.org/fathers/250106.htm
